1979	206841	146677	141620	473317	179098	203502	16054	23610	58235	35285	18859	52799	133853	42911	86712	50852	44864	10545	14011	22182	82416	62009	90185	429407	76247	
1980	207270	142976	133676	460765	178720	183761	16303	23603	56811	37769	18303	48480	123315	42410	122387	48121	41216	10551	13913	22210	81009	60511	88586	394515	61572	
1981	195666	143182	128648	438084	172546	170115	14292	22825	55822	30000	17718	46551	111359	40980	121962	48197	41940	9888	13095	15860	85995	59475	81996	371433	60904	
1982	236952	177693	140290	483754	196217	157703	19381	27234	53846	30582	18275	43564	106537	34506	150348	47712	34979	11369	15009	21334	79601	54361	72337	262153	81439	
1983	278533	151074	123926	395977	63721	141661	31000	33643	25258	47186	24069	45715	104077	20410	61676	57415	37717	14170	17545	35157	35635	52172	81476	237367	150845	
1984	367743	294748	78163	433894	36111	145249	19821	39734	42744	52171	6420	40721	139994	14841	123565	18072	44940	16981	21963	34517	8163	54721	73729	324673	129814	
1985	194344	201088	39283	345736	61841	48902	23872	33476	31215	28543	14218	34095	150875	35326	153044	35469	9271	12596	10892	15775	28623	50142	65770	278004	187385	
1986	210007	164770	71642	333167	55496	38551	13718	20179	62932	32802	11313	32014	123440	24548	303884	23397	15578	10294	13930	19605	20767	51112	77052	215331	169119	
1987	210848	191109	87264	369076	87115	33981	9390	15465	25222	38264	7783	25703	104933	38866	480920	14886	5071	10899	15263	24000	40180	66898	72897	143337	178878	
1988	197631	164091	42400	398094	115831	17222	12006	26486	24562	27315	6614	33872	104416	72546	341058	15288	47386	11084	21312	18704	17517	53341	83069	141012	165281	
1989	201776	223661	26027	198397	79802	25005	11782	32677	9980	52679	13913	21874	107090	68860	149255	38175	3574	14979	39352	43871	18781	46643	73729	157265	163212	
1990	240470	165973	37231	290225	69907	30195	11952	24167	36614	34017	2835	20881	140804	51442	109128	9209	8610	21593	35287	29033	29706	40826	56816	132485	174948	
1991	210675	208926	36469	197255	54313	28408	13663	34362	21592	80256	7598	19148	74216	47144	60416	22581	13382	25258	35871	59670	12009	34690	58217	136753	178015	
1992	148839	151222	59226	323939	73672	32721	15921	27457	24058	54132	12842	34362	65723	66568	72600	39426	20825	20861	36427	42575	17065	36093	63596	141116	176164	
1993	184174	160150	38813	263825	69907	27223	13587	29029	23361	38000	14358	40811	78577	51834	90300	42977	19245	16991	23682	32508	19413	42692	70785	116550	173409	
1994	184174	160150	38813	333630	69907	27223	13587	29029	23361	51440	15480	46239	110091	55583	150864	45917	19973	21804	27176	44821	19413	49435	70467	135151	180473	
1995	184174	160150	38813	326319	69907	27223	13587	29029	23361	64290	15659	42431	106456	64868	161921	47661	22685	22440	25927	53176	19413	50250	72286	126255	188045	
1996	184174	160150	38813	328458	69907	27223	13587	29029	23361	63611	16632	43392	87149	66545	156890	51409	25529	22220	26972	52164	19413	50085	77031	130293	187540	
1997	184174	160150	38813	350637	69907	27223	13587	29029	23361	64081	17401	49617	99383	67207	165221	53435	25696	23101	27806	52799	19413	53115	79166	142057	187473	
1998	184174	160150	38813	350637	69907	27223	13587	29029	23361	66422	17063	52176	123824	67802	168814	56004	25877	23723	28793	54938	19413	55308	78115	142057	187295	
1999	184174	160150	38813	350637	69907	27223	13587	29029	23361	68005	17329	48641	118179	68344	168923	56952	27447	23723	28921	55884	19413	54457	79947	142057	188717	
2000	184174	160150	38813	350637	69907	27223	13587	29029	23361	68456	18081	49367	101518	68764	170365	57883	28961	23723	28934	56045	19413	54103	82721	142057	190144	
2001	184174	160150	38813	350637	69907	27223	13587	29029	23361	69479	18390	54498	116115	69068	172367	59059	29495	23723	29276	56889	19413	56787	84250	142057	190746	
2002	184174	160150	38813	350637	69907	27223	13587	29029	23361	70632	17980	56705	133783	69342	173277	59664	29695	23723	29520	57916	19413	58362	83711	142057	190104	
2003	184174	160150	38813	350637	69907	27223	13587	29029	23361	71030	18205	53320	130838	69597	174384	60000	30271	23723	29690	58260	19413	57795	83859	142057	191430	
2004	184174	160150	38813	350637	69907	27223	13587	29029	23361	71466	18549	53890	114942	69758	174886	60482	30840	23723	29702	58419	19413	56768	84723	142057	191880	
